,content,score,Year,Month,Day,sentiment,content_token,stemmed,text_string
358,"katanya sudah melebihi 150% kesediaan server, tapi aplikasi belum bisa lancar di akses, login aja susah. saya dukung digitalisasi untuk mempermudah, kalau malah mempersulit lebih baik siapkan dulu matang"". yang ada nanti hari h malah mempersulit. semoga cepat terselesaikan dan siap digunakan.",2,2024,2,1,-1,"['melebihi', '150', 'kesediaan', 'server', 'aplikasi', 'lancar', 'akses', 'login', 'aja', 'susah', 'dukung', 'digitalisasi', 'mempermudah', 'mempersulit', 'siapkan', 'matang', 'h', 'mempersulit', 'semoga', 'cepat', 'terselesaikan']","['lebih', '150', 'sedia', 'server', 'aplikasi', 'lancar', 'akses', 'login', 'aja', 'susah', 'dukung', 'digitalisasi', 'mudah', 'sulit', 'siap', 'matang', 'h', 'sulit', 'moga', 'cepat', 'selesai']",lebih sedia server aplikasi lancar akses login susah dukung digitalisasi mudah sulit siap matang sulit moga cepat selesai
740,"ini aplikasi dibuat untuk membantu kinerja para kpps, tapi kenapa aplikasi ini sangat susah untuk diloginkan, mulai dari jam 07.00 sampe detik ini saya tidak bisa login dan selalu mengatakan eror, tolong buat para developer untuk memperbaiki aplikasi ini karna kami para sirekap sudah dipaksa untuk login",1,2024,2,1,-1,"['aplikasi', 'membantu', 'kinerja', 'kpps', 'aplikasi', 'susah', 'diloginkan', 'jam', '07', '00', 'sampe', 'detik', 'login', 'eror', 'tolong', 'developer', 'memperbaiki', 'aplikasi', 'karna', 'dipaksa', 'login']","['aplikasi', 'bantu', 'kerja', 'kpps', 'aplikasi', 'susah', 'diloginkan', 'jam', '07', '00', 'sampe', 'detik', 'login', 'eror', 'tolong', 'developer', 'baik', 'aplikasi', 'karna', 'paksa', 'login']",aplikasi bantu kerja kpps aplikasi susah diloginkan sampe detik login eror tolong developer baik aplikasi karna paksa login
160,"harusnya aplikasinya di kembangkan sejak lama. ini kesannya terlihat seperti baru d kembangkan kemarin sore. jangankan untuk masuk dan menjalankan, inisialisasi nya saja susah. entah time out, atau error yg lain. terus dilihat dari komentar yg lain ada yg hasil foto jadi buram lah apa lah. bukanya memudahkan malah menambah masalah rasanya.",1,2024,2,1,-1,"['aplikasinya', 'kembangkan', 'kesannya', 'd', 'kembangkan', 'kemarin', 'sore', 'masuk', 'menjalankan', 'inisialisasi', 'nya', 'susah', 'time', 'out', 'error', 'yg', 'komentar', 'yg', 'yg', 'hasil', 'foto', 'buram', 'bukanya', 'memudahkan', 'menambah']","['aplikasi', 'kembang', 'kesan', 'd', 'kembang', 'kemarin', 'sore', 'masuk', 'jalan', 'inisial', 'nya', 'susah', 'time', 'out', 'error', 'yg', 'komentar', 'yg', 'yg', 'hasil', 'foto', 'buram', 'buka', 'mudah', 'tambah']",aplikasi kembang kesan kembang kemarin sore masuk jalan inisial susah time error komentar hasil foto buram buka mudah tambah
793,"aplikasinya sangat buruk dan lambat, sepertinya ini akan memperlambat bukan mempercepat. mohon kepada developer agar memperbaiki sistem yang di buat",1,2024,2,1,-1,"['aplikasinya', 'buruk', 'lambat', 'memperlambat', 'mempercepat', 'mohon', 'developer', 'memperbaiki', 'sistem']","['aplikasi', 'buruk', 'lambat', 'lambat', 'cepat', 'mohon', 'developer', 'baik', 'sistem']",aplikasi buruk lambat lambat cepat mohon developer baik sistem
941,aplikasi terburuk.. udah mw dekat pemilu buat sign in jh butuh waktu yg pnjg dan lama. hadeuh.. klo blm siap digitalisasi sbaikny gk usah merumitkan yg sbnrny mudah .,1,2024,2,1,-1,"['aplikasi', 'terburuk', 'udah', 'mw', 'pemilu', 'sign', 'in', 'jh', 'butuh', 'yg', 'pnjg', 'hadeuh', 'klo', 'blm', 'digitalisasi', 'sbaikny', 'gk', 'merumitkan', 'yg', 'sbnrny', 'mudah']","['aplikasi', 'buruk', 'udah', 'mw', 'milu', 'sign', 'in', 'jh', 'butuh', 'yg', 'pnjg', 'hadeuh', 'klo', 'blm', 'digitalisasi', 'sbaikny', 'gk', 'rumit', 'yg', 'sbnrny', 'mudah']",aplikasi buruk udah milu sign butuh pnjg hadeuh digitalisasi sbaikny rumit sbnrny mudah
790,"ini aplikasi maunya apa sih, kalo g di update g bisa dibuka, kemaren login g bisa karena gabisa mendapatkan sertifikat digital bsre gatau kenapa lah hari ini malahan g bisa login karena username sama password tidak sesuai, padahal kemaren sudah bisa diganti",1,2024,2,1,-1,"['aplikasi', 'maunya', 'sih', 'kalo', 'g', 'update', 'g', 'dibuka', 'kemaren', 'login', 'g', 'gabisa', 'sertifikat', 'digital', 'bsre', 'gatau', 'g', 'login', 'username', 'password', 'sesuai', 'kemaren', 'diganti']","['aplikasi', 'mau', 'sih', 'kalo', 'g', 'update', 'g', 'buka', 'kemaren', 'login', 'g', 'gabisa', 'sertifikat', 'digital', 'bsre', 'gatau', 'g', 'login', 'username', 'password', 'sesuai', 'kemaren', 'ganti']",aplikasi kalo update buka kemaren login gabisa sertifikat digital bsre gatau login username password sesuai kemaren ganti
974,"loading lama banget, padahal cuma mau login doang, minimal kalo blm siap jangan di pake, bikin susah anggota kkps aja, yang seharusnya cepet eh malah jadi lama gara"" nunggu scan"" gak jelas.",1,2024,2,1,-1,"['loading', 'banget', 'login', 'doang', 'minimal', 'kalo', 'blm', 'pake', 'bikin', 'susah', 'anggota', 'kkps', 'aja', 'cepet', 'eh', 'gara', 'nunggu', 'scan', 'gak']","['loading', 'banget', 'login', 'doang', 'minimal', 'kalo', 'blm', 'pake', 'bikin', 'susah', 'anggota', 'kkps', 'aja', 'cepet', 'eh', 'gara', 'nunggu', 'scan', 'gak']",loading banget login doang minimal kalo pake bikin susah anggota kkps cepet gara nunggu scan
385,sebaik nya klo belum siap untuk di pakai mending jangan dulu pakai sistem digital nanti malah menyusahkan saat perekapan yah mending manual saja klo mau sistem digital saya mohon dengan sangat persiapkan dengan betul betul jangan bikin susah buat kedepannya. welllll....,1,2024,2,1,-1,"['nya', 'klo', 'pakai', 'mending', 'pakai', 'sistem', 'digital', 'menyusahkan', 'perekapan', 'yah', 'mending', 'manual', 'klo', 'sistem', 'digital', 'mohon', 'persiapkan', 'bikin', 'susah', 'kedepannya', 'welllll']","['nya', 'klo', 'pakai', 'mending', 'pakai', 'sistem', 'digital', 'susah', 'rekap', 'yah', 'mending', 'manual', 'klo', 'sistem', 'digital', 'mohon', 'siap', 'bikin', 'susah', 'depan', 'welllll']",pakai mending pakai sistem digital susah rekap mending manual sistem digital mohon siap bikin susah depan welllll
480,"sumpah aplikasinya gk bisa dipakai, padahal saya sudah update tapi tetap aja gk bisa login...lalu saya hapus dan instal kembali hasilnya tidak bisa juga...padahal username serta password yg saya masukkan sesuai tapi selalu username dan password vailed yg keluar...ini bagaimana ya min solusinya",1,2024,2,1,-1,"['sumpah', 'aplikasinya', 'gk', 'dipakai', 'update', 'aja', 'gk', 'login', 'hapus', 'instal', 'hasilnya', 'username', 'password', 'yg', 'masukkan', 'sesuai', 'username', 'password', 'vailed', 'yg', 'ya', 'min', 'solusinya']","['sumpah', 'aplikasi', 'gk', 'pakai', 'update', 'aja', 'gk', 'login', 'hapus', 'instal', 'hasil', 'username', 'password', 'yg', 'masuk', 'sesuai', 'username', 'password', 'vailed', 'yg', 'ya', 'min', 'solusi']",sumpah aplikasi pakai update login hapus instal hasil username password masuk sesuai username password vailed solusi
819,bagaimana sih sebenarnya cara kerja aplikasi ini? di link website adhoc bisa login dengan password yang sudah di ganti melalui chat wa kpu bahkan menggunakan 2fa security code tapi di aplikasi ini tidak bisa login bahkan tertulis keterang invalid username or password,1,2024,2,1,-1,"['sih', 'kerja', 'aplikasi', 'link', 'website', 'adhoc', 'login', 'password', 'ganti', 'chat', 'wa', 'kpu', '2fa', 'security', 'code', 'aplikasi', 'login', 'tertulis', 'keterang', 'invalid', 'username', 'or', 'password']","['sih', 'kerja', 'aplikasi', 'link', 'website', 'adhoc', 'login', 'password', 'ganti', 'chat', 'wa', 'kpu', '2fa', 'security', 'code', 'aplikasi', 'login', 'tulis', 'terang', 'invalid', 'username', 'or', 'password']",kerja aplikasi link website adhoc login password ganti chat security code aplikasi login tulis terang invalid username password
47,"sebelumnya saya ingin mengapresiasi digitalisasi dlm aspek yg berkaitan dgn pemilu, tapi: 1.masalah log in, banyak error yg terjadi saat login melalui aplikasi, sementara melalui web tdk ada kendala, 2.dibuat panduan elektronik yg jelas berupa video terkait mengatasi permasalah login ini. karena saat bimtek banyak yg tdk kebagian ikut meeting zoom. 3.hendaknya dilakukan pengujian jauh2 hari setidaknya 1 tahun sebelum peluncuran, jgn sampai yg bertujuan u mempermudah malah mempersulit. ty",2,2024,2,1,-1,"['mengapresiasi', 'digitalisasi', 'dlm', 'aspek', 'yg', 'berkaitan', 'dgn', 'pemilu', '1', 'log', 'in', 'error', 'yg', 'login', 'aplikasi', 'web', 'tdk', 'kendala', '2', 'panduan', 'elektronik', 'yg', 'video', 'terkait', 'mengatasi', 'permasalah', 'login', 'bimtek', 'yg', 'tdk', 'kebagian', 'meeting', 'zoom', 'pengujian', 'jauh2', '1', 'peluncuran', 'jgn', 'yg', 'bertujuan', 'u', 'mempermudah', 'mempersulit', 'ty']","['apresiasi', 'digitalisasi', 'dlm', 'aspek', 'yg', 'kait', 'dgn', 'milu', '1', 'log', 'in', 'error', 'yg', 'login', 'aplikasi', 'web', 'tdk', 'kendala', '2', 'pandu', 'elektronik', 'yg', 'video', 'kait', 'atas', 'masa', 'login', 'bimtek', 'yg', 'tdk', 'bagi', 'meeting', 'zoom', 'uji', 'jauh2', '1', 'luncur', 'jgn', 'yg', 'tuju', 'u', 'mudah', 'sulit', 'ty']",apresiasi digitalisasi aspek kait milu error login aplikasi kendala pandu elektronik video kait atas masa login bimtek bagi meeting zoom jauh2 luncur tuju mudah sulit
726,"aku pikir pas waktu bimtek aja ini bermasalah , hari ini di kasih link lagi buat buka apk malah tetap sama aja kayak pas waktu bimtek sampai seharusnya hari ini bisa praktek tapi gak jadi ,krn setiap masuk selalu loading,trus bacaannya: timeout",1,2024,2,1,-1,"['pikir', 'pas', 'bimtek', 'aja', 'bermasalah', 'kasih', 'link', 'buka', 'apk', 'aja', 'kayak', 'pas', 'bimtek', 'praktek', 'gak', 'krn', 'masuk', 'loading', 'trus', 'bacaannya', 'timeout']","['pikir', 'pas', 'bimtek', 'aja', 'masalah', 'kasih', 'link', 'buka', 'apk', 'aja', 'kayak', 'pas', 'bimtek', 'praktek', 'gak', 'krn', 'masuk', 'loading', 'trus', 'baca', 'timeout']",pikir bimtek masalah kasih link buka kayak bimtek praktek masuk loading trus baca timeout
741,tolonglah lebih dimantapkan lagi kalo membuat aplikasi biar tidak membuat pusing dan buang² waktu untuk pengguna nya. pemilihan sekarang terlalu banyak tuntutan ini itu tapi sistem nya aja begini. segera perbaiki,3,2024,2,1,0,"['tolonglah', 'dimantapkan', 'kalo', 'aplikasi', 'biar', 'pusing', 'buang²', 'pengguna', 'nya', 'pemilihan', 'tuntutan', 'sistem', 'nya', 'aja', 'perbaiki']","['tolong', 'mantap', 'kalo', 'aplikasi', 'biar', 'pusing', 'buang', 'guna', 'nya', 'pilih', 'tuntut', 'sistem', 'nya', 'aja', 'baik']",tolong mantap kalo aplikasi biar pusing buang guna pilih tuntut sistem baik
933,"gak jelas pengembang aplikasinya, ambil jasa pengembang aplikasi luar negeri aja, kalau buat aplikasi kaya gini eror terus. event 5tahun sekali anggaran gak main2 kog gini banget.",1,2024,2,1,-1,"['gak', 'pengembang', 'aplikasinya', 'ambil', 'jasa', 'pengembang', 'aplikasi', 'negeri', 'aja', 'aplikasi', 'kaya', 'gini', 'eror', 'event', '5tahun', 'anggaran', 'gak', 'main2', 'kog', 'gini', 'banget']","['gak', 'kembang', 'aplikasi', 'ambil', 'jasa', 'kembang', 'aplikasi', 'negeri', 'aja', 'aplikasi', 'kaya', 'gin', 'eror', 'event', '5tahun', 'anggar', 'gak', 'main2', 'kog', 'gin', 'banget']",kembang aplikasi ambil jasa kembang aplikasi negeri aplikasi kaya eror event 5tahun anggar main2 banget
698,"halo ,kawan kawan sirekap . tahan dulu jarinya untuk menyalahkan . mari kita beri semangat terhadap pengembang biar sebelum di operasikan bener bener sempurna apk ini . terustwrang kami aatu kelurahan juga blm ada yang bisa login setelah di updated v 2.30",4,2024,2,1,1,"['halo', 'kawan', 'kawan', 'tahan', 'jarinya', 'menyalahkan', 'mari', 'semangat', 'pengembang', 'biar', 'operasikan', 'bener', 'bener', 'sempurna', 'apk', 'terustwrang', 'aatu', 'kelurahan', 'blm', 'login', 'updated', 'v', '2', '30']","['halo', 'kawan', 'kawan', 'tahan', 'jari', 'salah', 'mari', 'semangat', 'kembang', 'biar', 'operasi', 'bener', 'bener', 'sempurna', 'apk', 'terustwrang', 'aatu', 'lurah', 'blm', 'login', 'updated', 'v', '2', '30']",halo kawan kawan tahan jari salah mari semangat kembang biar operasi bener bener sempurna terustwrang aatu lurah login updated
477,"aplikasinya selalu erorr.. daerah yang memadaii jaringannya masih belum bisa di gunakan. pertimbangkan penggunaan aplikasi sirekap, krn masih ada beberapa daerah yang tdk memiliki jaringan internet yang memadai🙏",1,2024,2,1,-1,"['aplikasinya', 'erorr', 'daerah', 'memadaii', 'jaringannya', 'pertimbangkan', 'penggunaan', 'aplikasi', 'krn', 'daerah', 'tdk', 'memiliki', 'jaringan', 'internet', 'memadai']","['aplikasi', 'erorr', 'daerah', 'memadaii', 'jaring', 'timbang', 'guna', 'aplikasi', 'krn', 'daerah', 'tdk', 'milik', 'jaring', 'internet', 'pada']",aplikasi erorr daerah memadaii jaring timbang guna aplikasi daerah milik jaring internet pada
319,"baru kali ini download apk ada tulisan ,terjadi kesalahan dalam penyimpanan perangkat , di instal 100x juga tetep sama , ram 8 internal masih kosong kayak lapangan sepak bola ,tapi tetep , harisdi perbaiki lagi ini apk nya",1,2024,2,1,-1,"['kali', 'download', 'apk', 'tulisan', 'kesalahan', 'penyimpanan', 'perangkat', 'instal', '100x', 'tetep', 'ram', '8', 'internal', 'kosong', 'kayak', 'lapangan', 'sepak', 'bola', 'tetep', 'harisdi', 'perbaiki', 'apk', 'nya']","['kali', 'download', 'apk', 'tulis', 'salah', 'simpan', 'perangkat', 'instal', '100x', 'tetep', 'ram', '8', 'internal', 'kosong', 'kayak', 'lapang', 'sepak', 'bola', 'tetep', 'harisdi', 'baik', 'apk', 'nya']",kali download tulis salah simpan perangkat instal 100x tetep internal kosong kayak lapang sepak bola tetep harisdi baik
727,"hari ini saya buka aplikasi muncul tulisan merah yang intinya aplikasi harus di update lagi, kemudian saya buka playstore dan saya updatelah aplikasi ini. akhirnya bisa dibuka kembali, tapi kemudian setelah saya login dengan akun yang sama menggunakan username dan password yang sama sebelumnya kenapa gagal terus menerus ? sungguh sangat merepotkan.",1,2024,2,1,-1,"['buka', 'aplikasi', 'muncul', 'tulisan', 'merah', 'intinya', 'aplikasi', 'update', 'buka', 'playstore', 'updatelah', 'aplikasi', 'dibuka', 'login', 'akun', 'username', 'password', 'gagal', 'menerus', 'sungguh', 'merepotkan']","['buka', 'aplikasi', 'muncul', 'tulis', 'merah', 'inti', 'aplikasi', 'update', 'buka', 'playstore', 'updatelah', 'aplikasi', 'buka', 'login', 'akun', 'username', 'password', 'gagal', 'terus', 'sungguh', 'repot']",buka aplikasi muncul tulis merah inti aplikasi update buka playstore updatelah aplikasi buka login akun username password gagal terus sungguh repot
788,"tolong jika serius ingin digitalisasi, sebelum rilis, coba hire pentester, biar tau kapasitas dari aplikasi nya seperti apa. jangankan dibuka nasional serempak, baru sekecamatan saja sudah error.",1,2024,2,1,-1,"['tolong', 'serius', 'digitalisasi', 'rilis', 'coba', 'hire', 'pentester', 'biar', 'tau', 'kapasitas', 'aplikasi', 'nya', 'dibuka', 'nasional', 'serempak', 'sekecamatan', 'error']","['tolong', 'serius', 'digitalisasi', 'rilis', 'coba', 'hire', 'pentester', 'biar', 'tau', 'kapasitas', 'aplikasi', 'nya', 'buka', 'nasional', 'serempak', 'camat', 'error']",tolong serius digitalisasi rilis coba hire pentester biar kapasitas aplikasi buka nasional serempak camat error
737,"""terjadi kesalahan dalam penyiapan perangkat pastikan anda terhubung ke jaringan internet"" itu selalu yg aku dapat kala mau buka sirekap. informasi ram aku udah 8gb. dan internal 50gb masih ada. itu kenapa ya?? tolong",1,2024,2,1,-1,"['kesalahan', 'penyiapan', 'perangkat', 'pastikan', 'terhubung', 'jaringan', 'internet', 'yg', 'buka', 'informasi', 'ram', 'udah', '8gb', 'internal', '50gb', 'ya', 'tolong']","['salah', 'siap', 'perangkat', 'pasti', 'hubung', 'jaring', 'internet', 'yg', 'buka', 'informasi', 'ram', 'udah', '8gb', 'internal', '50gb', 'ya', 'tolong']",salah siap perangkat pasti hubung jaring internet buka informasi udah internal 50gb tolong
890,mohon izin kepada pembuat aplikasi si rekap kenapa baru dua hari tidak di buka aplikasinya selalu ada update mohon di perbaiki dan masalah ketika sudah di dalam aplikasi sirekap jaringan selalu eror dan sering terjadinya masalah,2,2024,2,1,-1,"['mohon', 'izin', 'pembuat', 'aplikasi', 'si', 'rekap', 'buka', 'aplikasinya', 'update', 'mohon', 'perbaiki', 'aplikasi', 'jaringan', 'eror']","['mohon', 'izin', 'buat', 'aplikasi', 'si', 'rekap', 'buka', 'aplikasi', 'update', 'mohon', 'baik', 'aplikasi', 'jaring', 'eror']",mohon izin buat aplikasi rekap buka aplikasi update mohon baik aplikasi jaring eror
958,aplikasi ngabisin kuota.. gx guna sama sekali.. gimana mw gunain aplikasi ini kalau loadingnya berhari hari.. kalau belum siap dengan era digitalisasi mending tulis tangan.. atau pakai calculator aja. seharusnya bimtek udah bisa gunain aplikasi.. ini malah aplikasi gx ada gunanya,1,2024,2,1,-1,"['aplikasi', 'ngabisin', 'kuota', 'gx', 'gimana', 'mw', 'gunain', 'aplikasi', 'loadingnya', 'berhari', 'era', 'digitalisasi', 'mending', 'tulis', 'tangan', 'pakai', 'calculator', 'aja', 'bimtek', 'udah', 'gunain', 'aplikasi', 'aplikasi', 'gx', 'gunanya']","['aplikasi', 'ngabisin', 'kuota', 'gx', 'gimana', 'mw', 'gunain', 'aplikasi', 'loadingnya', 'hari', 'era', 'digitalisasi', 'mending', 'tulis', 'tangan', 'pakai', 'calculator', 'aja', 'bimtek', 'udah', 'gunain', 'aplikasi', 'aplikasi', 'gx', 'guna']",aplikasi ngabisin kuota gimana gunain aplikasi loadingnya hari digitalisasi mending tulis tangan pakai calculator bimtek udah gunain aplikasi aplikasi guna
948,"habis download, dibuka cuman muncul keterangan: terjadi kesalahan dalam penyiapan perangkat walah walah.. manual aja lah, apalagi jadwal bimtek sirekap belum ada jg.. wes wes kyk gk niat aja",1,2024,2,1,-1,"['habis', 'download', 'dibuka', 'cuman', 'muncul', 'keterangan', 'kesalahan', 'penyiapan', 'perangkat', 'walah', 'walah', 'manual', 'aja', 'jadwal', 'bimtek', 'jg', 'wes', 'wes', 'kyk', 'gk', 'niat', 'aja']","['habis', 'download', 'buka', 'cuman', 'muncul', 'terang', 'salah', 'siap', 'perangkat', 'walah', 'walah', 'manual', 'aja', 'jadwal', 'bimtek', 'jg', 'wes', 'wes', 'kyk', 'gk', 'niat', 'aja']",habis download buka cuman muncul terang salah siap perangkat walah walah manual jadwal bimtek niat
820,"susah buat login, seharusnya bisa simulasi ,ini mah untuk masuk aplikasinya susah gak bisa gagal terus. sekali bisa login cuma di google nya. gimana nanti pas hari h nya. semoga shaja di permudahkan dan di lancarkan, biar gak menghambat jalanya c hasil.",1,2024,2,1,-1,"['susah', 'login', 'simulasi', 'mah', 'masuk', 'aplikasinya', 'susah', 'gak', 'gagal', 'login', 'google', 'nya', 'gimana', 'pas', 'h', 'nya', 'semoga', 'shaja', 'permudahkan', 'lancarkan', 'biar', 'gak', 'menghambat', 'jalanya', 'c', 'hasil']","['susah', 'login', 'simulasi', 'mah', 'masuk', 'aplikasi', 'susah', 'gak', 'gagal', 'login', 'google', 'nya', 'gimana', 'pas', 'h', 'nya', 'moga', 'shaja', 'mudah', 'lancar', 'biar', 'gak', 'hambat', 'jala', 'c', 'hasil']",susah login simulasi masuk aplikasi susah gagal login google gimana moga shaja mudah lancar biar hambat jala hasil
